factor_name,test_period,selected,IC,IC_abs,IR,count,p_value,is_significant,rank_vs_linear_diff,IC_spearman,IC_pearson,p_spearman,p_pearson
Close_Open_Diff,2025-08-01,True,-0.26886224653820445,0.26886224653820445,-1.4362571544091653,121,0.00286470518677421,True,0.132138305809309,-0.26886224653820445,-0.13672394072889546,0.00286470518677421,0.1348142638888658
price_percentile_30,2025-08-01,True,-0.22469580902179392,0.22469580902179392,-1.8189576459005565,121,0.013220703444133048,True,0.06843980800572896,-0.22469580902179392,-0.15625600101606496,0.013220703444133048,0.08698805550775691
momentum_60,2025-08-01,True,-0.22346565506028984,0.22346565506028984,-0.8257587122186412,121,0.013745430893404487,True,0.01588353775257198,-0.22346565506028984,-0.20758211730771786,0.013745430893404487,0.022333530670728925
ATR_minus_BB_Middle,2025-08-01,True,0.22137921690827794,0.22137921690827794,1.226129054292374,121,0.014676987973568636,True,0.004499095678804355,0.22137921690827794,0.2168801212294736,0.014676987973568636,0.01687448644932231
RSI_diff,2025-08-01,True,-0.1836201056767375,0.1836201056767375,-1.3581962517709607,121,0.043796757587148974,True,0.06542260079366592,-0.1836201056767375,-0.11819750488307158,0.043796757587148974,0.19663152944814086
