factor_name,test_period,selected,IC,IC_abs,IR,count,p_value,is_significant,rank_vs_linear_diff,IC_spearman,IC_pearson,p_spearman,p_pearson
SC_pct,2025-08-01,True,0.13397913561847985,0.13397913561847985,0.7011853603535302,121,0.14289725254902025,False,0.016468229040214347,0.13397913561847985,0.1175109065782655,0.14289725254902025,0.19926269518834092
